Identifier	gene_name	GENE_NAME	type	biotypes	description	gc	Cluster
ENSMUSG00000095525	Olfr834	OLFR834	protein_coding	protein_coding	olfactory_receptor_834_[Source:MGI_Symbol;Acc:MGI:3030668]	0.4036	NA
ENSMUSG00000040770	Il25	IL25	protein_coding	protein_coding	interleukin_25_[Source:MGI_Symbol;Acc:MGI:2155888]	0.5752	NA
ENSMUSG00000000394	Gcg	GCG	protein_coding	protein_coding	glucagon_[Source:MGI_Symbol;Acc:MGI:95674]	0.4663	NA
ENSMUSG00000110068	Gm45294	GM45294	protein_coding	TEC	predicted_gene_45294_[Source:MGI_Symbol;Acc:MGI:5791130]	0.4358	NA
ENSMUSG00000067201	H2-M9	H2-M9	protein_coding	protein_coding	"histocompatibility_2,_M_region_locus_9_[Source:MGI_Symbol;Acc:MGI:1276570]"	0.4408	NA
ENSMUSG00000031443	F7	F7	protein_coding	protein_coding	coagulation_factor_VII_[Source:MGI_Symbol;Acc:MGI:109325]	0.5498	NA
ENSMUSG00000086338	Gm13723	GM13723	protein_coding	protein_coding	predicted_gene_13723_[Source:MGI_Symbol;Acc:MGI:3713280]	0.309	NA
ENSMUSG00000042845	Wfdc12	WFDC12	protein_coding	protein_coding	WAP_four-disulfide_core_domain_12_[Source:MGI_Symbol;Acc:MGI:2183434]	0.4335	NA
ENSMUSG00000066137	Gm11487	GM11487	protein_coding	protein_coding	predicted_gene_11487_[Source:MGI_Symbol;Acc:MGI:3650704]	0.4761	NA
ENSMUSG00000103571	Gm37114	GM37114	protein_coding	TEC	"predicted_gene,_37114_[Source:MGI_Symbol;Acc:MGI:5610342]"	0.3941	NA
ENSMUSG00000089717	Olfr275	OLFR275	protein_coding	protein_coding	olfactory_receptor_275_[Source:MGI_Symbol;Acc:MGI:3030109]	0.4113	NA
ENSMUSG00000031688	Pou4f2	POU4F2	protein_coding	protein_coding	"POU_domain,_class_4,_transcription_factor_2_[Source:MGI_Symbol;Acc:MGI:102524]"	0.505	NA
ENSMUSG00000090619	Vmn2r60	VMN2R60	protein_coding	protein_coding	"vomeronasal_2,_receptor_60_[Source:MGI_Symbol;Acc:MGI:3647050]"	0.4157	NA
ENSMUSG00000102927	Gm37152	GM37152	protein_coding	TEC	"predicted_gene,_37152_[Source:MGI_Symbol;Acc:MGI:5610380]"	0.4426	NA
ENSMUSG00000104167	A030012G06Rik	A030012G06RIK	protein_coding	TEC	RIKEN_cDNA_A030012G06_gene_[Source:MGI_Symbol;Acc:MGI:3028038]	0.408	NA
ENSMUSG00000062844	Olfr1458	OLFR1458	protein_coding	protein_coding	olfactory_receptor_1458_[Source:MGI_Symbol;Acc:MGI:3031292]	0.3948	NA
ENSMUSG00000090949	Vmn2r77	VMN2R77	protein_coding	protein_coding	"vomeronasal_2,_receptor_77_[Source:MGI_Symbol;Acc:MGI:3643879]"	0.3899	NA
ENSMUSG00000102470	Gm37244	GM37244	protein_coding	TEC	"predicted_gene,_37244_[Source:MGI_Symbol;Acc:MGI:5610472]"	0.3624	NA
ENSMUSG00000109058	Olfr705	OLFR705	protein_coding	protein_coding	olfactory_receptor_705_[Source:MGI_Symbol;Acc:MGI:3030539]	0.4166	NA
ENSMUSG00000022315	Slc30a8	SLC30A8	protein_coding	protein_coding	"solute_carrier_family_30_(zinc_transporter),_member_8_[Source:MGI_Symbol;Acc:MGI:2442682]"	0.4531	NA
ENSMUSG00000102599	Gm38386	GM38386	protein_coding	TEC	"predicted_gene,_38386_[Source:MGI_Symbol;Acc:MGI:5611614]"	0.4747	NA
ENSMUSG00000045631	Tmprss12	TMPRSS12	protein_coding	protein_coding	"transmembrane_(C-terminal)_protease,_serine_12_[Source:MGI_Symbol;Acc:MGI:1922252]"	0.4944	NA
ENSMUSG00000073094	Smim9	SMIM9	protein_coding	protein_coding	small_integral_membrane_protein_9_[Source:MGI_Symbol;Acc:MGI:3588243]	0.4098	NA
ENSMUSG00000112604	AC161247.1	AC161247.1	protein_coding	TEC	NA	0.4449	NA
ENSMUSG00000052217	Hbb-bh1	HBB-BH1	protein_coding	protein_coding	"hemoglobin_Z,_beta-like_embryonic_chain_[Source:MGI_Symbol;Acc:MGI:96024]"	0.4682	NA
ENSMUSG00000105556	Gm43080	GM43080	protein_coding	TEC	predicted_gene_43080_[Source:MGI_Symbol;Acc:MGI:5663217]	0.4468	NA
ENSMUSG00000091122	Gm8247	GM8247	protein_coding	protein_coding	predicted_gene_8247_[Source:MGI_Symbol;Acc:MGI:3644638]	0.4417	NA
ENSMUSG00000107263	Gm42471	GM42471	protein_coding	TEC	predicted_gene_42471_[Source:MGI_Symbol;Acc:MGI:5662608]	0.5314	NA
ENSMUSG00000102370	Gm37973	GM37973	protein_coding	TEC	"predicted_gene,_37973_[Source:MGI_Symbol;Acc:MGI:5611201]"	0.3902	NA
ENSMUSG00000102184	Gm37192	GM37192	protein_coding	TEC	"predicted_gene,_37192_[Source:MGI_Symbol;Acc:MGI:5610420]"	0.4562	NA
ENSMUSG00000070985	Acnat1	ACNAT1	protein_coding	protein_coding	acyl-coenzyme_A_amino_acid_N-acyltransferase_1_[Source:MGI_Symbol;Acc:MGI:2140197]	0.4756	NA
ENSMUSG00000046623	Gjb4	GJB4	protein_coding	protein_coding	"gap_junction_protein,_beta_4_[Source:MGI_Symbol;Acc:MGI:95722]"	0.5476	NA
ENSMUSG00000025527	Satl1	SATL1	protein_coding	protein_coding	spermidine/spermine_N1-acetyl_transferase-like_1_[Source:MGI_Symbol;Acc:MGI:1921059]	0.4374	NA
ENSMUSG00000047390	Defb9	DEFB9	protein_coding	protein_coding	defensin_beta_9_[Source:MGI_Symbol;Acc:MGI:2179198]	0.4065	NA
ENSMUSG00000067813	Xkr9	XKR9	protein_coding	protein_coding	X-linked_Kx_blood_group_related_9_[Source:MGI_Symbol;Acc:MGI:2686466]	0.3733	NA
ENSMUSG00000047352	Olfr976	OLFR976	protein_coding	protein_coding	olfactory_receptor_976_[Source:MGI_Symbol;Acc:MGI:3030810]	0.4216	NA
ENSMUSG00000103552	Gm38217	GM38217	protein_coding	TEC	"predicted_gene,_38217_[Source:MGI_Symbol;Acc:MGI:5611445]"	0.4066	NA
ENSMUSG00000064016	Gm648	GM648	protein_coding	protein_coding	predicted_gene_648_[Source:MGI_Symbol;Acc:MGI:2685494]	0.4644	NA
ENSMUSG00000050870	Mrgprb8	MRGPRB8	protein_coding	protein_coding	"MAS-related_GPR,_member_B8_[Source:MGI_Symbol;Acc:MGI:3033134]"	0.4283	NA
ENSMUSG00000095910	Olfr469	OLFR469	protein_coding	protein_coding	olfactory_receptor_469_[Source:MGI_Symbol;Acc:MGI:3030303]	0.398	NA
ENSMUSG00000112062	AC116460.1	AC116460.1	protein_coding	TEC	NA	0.3482	NA
ENSMUSG00000029526	1700123K08Rik	1700123K08RIK	protein_coding	protein_coding	RIKEN_cDNA_1700123K08_gene_[Source:MGI_Symbol;Acc:MGI:1923908]	0.5039	NA
ENSMUSG00000050654	Olfr215	OLFR215	protein_coding	protein_coding	olfactory_receptor_215_[Source:MGI_Symbol;Acc:MGI:3030049]	0.4331	NA
ENSMUSG00000059741	Myl3	MYL3	protein_coding	protein_coding	"myosin,_light_polypeptide_3_[Source:MGI_Symbol;Acc:MGI:97268]"	0.5537	NA
ENSMUSG00000073243	Gm9	GM9	protein_coding	protein_coding	predicted_gene_9_[Source:MGI_Symbol;Acc:MGI:2684855]	0.4896	NA
ENSMUSG00000096798	Gm6309	GM6309	protein_coding	protein_coding	predicted_gene_6309_[Source:MGI_Symbol;Acc:MGI:3643357]	0.4679	NA
ENSMUSG00000030001	Figla	FIGLA	protein_coding	protein_coding	folliculogenesis_specific_basic_helix-loop-helix_[Source:MGI_Symbol;Acc:MGI:1349421]	0.517	NA
ENSMUSG00000110959	AC122426.1	AC122426.1	protein_coding	TEC	NA	0.4626	NA
ENSMUSG00000071356	Reg3b	REG3B	protein_coding	protein_coding	regenerating_islet-derived_3_beta_[Source:MGI_Symbol;Acc:MGI:97478]	0.4726	NA
ENSMUSG00000050424	Pnma5	PNMA5	protein_coding	protein_coding	paraneoplastic_antigen_family_5_[Source:MGI_Symbol;Acc:MGI:2180566]	0.5168	NA
ENSMUSG00000062878	Olfr298	OLFR298	protein_coding	protein_coding	olfactory_receptor_298_[Source:MGI_Symbol;Acc:MGI:3030132]	0.373	NA
ENSMUSG00000114939	CT010447.1	CT010447.1	protein_coding	TEC	NA	0.4055	NA
ENSMUSG00000078887	Gm6710	GM6710	protein_coding	protein_coding	predicted_gene_6710_[Source:MGI_Symbol;Acc:MGI:3779623]	0.4208	NA
ENSMUSG00000067698	Gm10220	GM10220	protein_coding	protein_coding	predicted_gene_10220_[Source:MGI_Symbol;Acc:MGI:3798181]	0.4329	NA
ENSMUSG00000110302	Gm45295	GM45295	protein_coding	TEC	predicted_gene_45295_[Source:MGI_Symbol;Acc:MGI:5791131]	0.4837	NA
ENSMUSG00000062814	Ssxa1	SSXA1	protein_coding	protein_coding	"synovial_sarcoma,_X_member_A1_[Source:MGI_Symbol;Acc:MGI:2446782]"	0.4311	NA
ENSMUSG00000113697	CT868720.1	CT868720.1	protein_coding	TEC	NA	0.4194	NA
ENSMUSG00000075221	Olfr992	OLFR992	protein_coding	protein_coding	olfactory_receptor_992_[Source:MGI_Symbol;Acc:MGI:3030826]	0.4058	NA
ENSMUSG00000066688	Gm13083	GM13083	protein_coding	protein_coding	predicted_gene_13083_[Source:MGI_Symbol;Acc:MGI:3650232]	0.4529	NA
ENSMUSG00000008461	Fut1	FUT1	protein_coding	protein_coding	fucosyltransferase_1_[Source:MGI_Symbol;Acc:MGI:109375]	0.5626	NA
ENSMUSG00000110308	Gm45516	GM45516	protein_coding	TEC	predicted_gene_45516_[Source:MGI_Symbol;Acc:MGI:5791352]	0.3618	NA
ENSMUSG00000070852	Olfr1121	OLFR1121	protein_coding	protein_coding	olfactory_receptor_1121_[Source:MGI_Symbol;Acc:MGI:3030955]	0.4066	NA
ENSMUSG00000106995	Gm33167	GM33167	protein_coding	TEC	"predicted_gene,_33167_[Source:MGI_Symbol;Acc:MGI:5592326]"	0.4151	NA
ENSMUSG00000043583	4930470P17Rik	4930470P17RIK	protein_coding	protein_coding	RIKEN_cDNA_4930470P17_gene_[Source:MGI_Symbol;Acc:MGI:1914887]	0.4875	NA
ENSMUSG00000068011	Mkrn2os	MKRN2OS	protein_coding	protein_coding	"makorin,_ring_finger_protein_2,_opposite_strand_[Source:MGI_Symbol;Acc:MGI:1917541]"	0.4994	NA
ENSMUSG00000049098	Olfr147	OLFR147	protein_coding	protein_coding	olfactory_receptor_147_[Source:MGI_Symbol;Acc:MGI:2660712]	0.379	NA
ENSMUSG00000105416	Gm42553	GM42553	protein_coding	TEC	predicted_gene_42553_[Source:MGI_Symbol;Acc:MGI:5662690]	0.4592	NA
ENSMUSG00000048498	Cd300e	CD300E	protein_coding	protein_coding	CD300E_molecule_[Source:MGI_Symbol;Acc:MGI:2387602]	0.4784	NA
ENSMUSG00000096773	Olfr675	OLFR675	protein_coding	protein_coding	olfactory_receptor_675_[Source:MGI_Symbol;Acc:MGI:3030509]	0.4076	NA
ENSMUSG00000059169	Krt40	KRT40	protein_coding	protein_coding	keratin_40_[Source:MGI_Symbol;Acc:MGI:3629968]	0.567	NA
ENSMUSG00000028174	Rpe65	RPE65	protein_coding	protein_coding	retinal_pigment_epithelium_65_[Source:MGI_Symbol;Acc:MGI:98001]	0.4309	NA
ENSMUSG00000040170	Fmo2	FMO2	protein_coding	protein_coding	flavin_containing_monooxygenase_2_[Source:MGI_Symbol;Acc:MGI:1916776]	0.4548	NA
ENSMUSG00000051877	Vmn2r72	VMN2R72	protein_coding	protein_coding	"vomeronasal_2,_receptor_72_[Source:MGI_Symbol;Acc:MGI:3647591]"	0.3773	NA
ENSMUSG00000075146	Olfr1154	OLFR1154	protein_coding	protein_coding	olfactory_receptor_1154_[Source:MGI_Symbol;Acc:MGI:3030988]	0.3566	NA
ENSMUSG00000059256	Gzmd	GZMD	protein_coding	protein_coding	granzyme_D_[Source:MGI_Symbol;Acc:MGI:109255]	0.5104	NA
ENSMUSG00000032987	Olfr281	OLFR281	protein_coding	protein_coding	olfactory_receptor_281_[Source:MGI_Symbol;Acc:MGI:3030115]	0.5008	NA
ENSMUSG00000079852	Klra4	KLRA4	protein_coding	protein_coding	"killer_cell_lectin-like_receptor,_subfamily_A,_member_4_[Source:MGI_Symbol;Acc:MGI:101904]"	0.3944	NA
ENSMUSG00000067571	Ms4a15	MS4A15	protein_coding	protein_coding	"membrane-spanning_4-domains,_subfamily_A,_member_15_[Source:MGI_Symbol;Acc:MGI:3617853]"	0.5773	NA
ENSMUSG00000112556	AC129336.2	AC129336.2	protein_coding	TEC	NA	0.3785	NA
ENSMUSG00000075174	Olfr1087	OLFR1087	protein_coding	protein_coding	olfactory_receptor_1087_[Source:MGI_Symbol;Acc:MGI:3030921]	0.3806	NA
ENSMUSG00000114299	AC138214.1	AC138214.1	protein_coding	protein_coding	NA	0.6571	NA
ENSMUSG00000095390	Olfr229	OLFR229	protein_coding	protein_coding	olfactory_receptor_229_[Source:MGI_Symbol;Acc:MGI:3030063]	0.405	NA
ENSMUSG00000024771	Lipk	LIPK	protein_coding	protein_coding	"lipase,_family_member_K_[Source:MGI_Symbol;Acc:MGI:2679259]"	0.4168	NA
ENSMUSG00000043310	Olfr571	OLFR571	protein_coding	protein_coding	olfactory_receptor_571_[Source:MGI_Symbol;Acc:MGI:3030405]	0.4543	NA
ENSMUSG00000096265	4930467E23Rik	4930467E23RIK	protein_coding	protein_coding	RIKEN_cDNA_4930467E23_gene_[Source:MGI_Symbol;Acc:MGI:1923056]	0.387	NA
ENSMUSG00000025288	4933436I01Rik	4933436I01RIK	protein_coding	protein_coding	RIKEN_cDNA_4933436I01_gene_[Source:MGI_Symbol;Acc:MGI:1914030]	0.406	NA
ENSMUSG00000001496	Nkx2-1	NKX2-1	protein_coding	protein_coding	NK2_homeobox_1_[Source:MGI_Symbol;Acc:MGI:108067]	0.5623	NA
ENSMUSG00000043698	Olfr62	OLFR62	protein_coding	protein_coding	olfactory_receptor_62_[Source:MGI_Symbol;Acc:MGI:1333887]	0.4496	NA
ENSMUSG00000110227	Gm45634	GM45634	protein_coding	TEC	predicted_gene_45634_[Source:MGI_Symbol;Acc:MGI:5791470]	0.404	NA
ENSMUSG00000090966	Vmn2r116	VMN2R116	protein_coding	protein_coding	"vomeronasal_2,_receptor_116_[Source:MGI_Symbol;Acc:MGI:3646674]"	0.3979	NA
ENSMUSG00000075144	Olfr1156	OLFR1156	protein_coding	protein_coding	olfactory_receptor_1156_[Source:MGI_Symbol;Acc:MGI:3030990]	0.3987	NA
ENSMUSG00000076759	Trav2	TRAV2	protein_coding	TR_V_gene	T_cell_receptor_alpha_variable_2_[Source:MGI_Symbol;Acc:MGI:3642679]	0.5048	NA
ENSMUSG00000062598	Vmn1r178	VMN1R178	protein_coding	protein_coding	vomeronasal_1_receptor_178_[Source:MGI_Symbol;Acc:MGI:3033482]	0.3868	NA
ENSMUSG00000090326	Dthd1	DTHD1	protein_coding	protein_coding	death_domain_containing_1_[Source:MGI_Symbol;Acc:MGI:4937018]	0.4318	NA
ENSMUSG00000094098	Vmn2r44	VMN2R44	protein_coding	protein_coding	"vomeronasal_2,_receptor_44_[Source:MGI_Symbol;Acc:MGI:3643088]"	0.3943	NA
ENSMUSG00000105735	4933415J04Rik	4933415J04RIK	protein_coding	TEC	RIKEN_cDNA_4933415J04_gene_[Source:MGI_Symbol;Acc:MGI:1918422]	0.5634	NA
ENSMUSG00000079800	AC125149.3	AC125149.3	protein_coding	protein_coding	NA	0.4611	NA
ENSMUSG00000109884	Olfr490	OLFR490	protein_coding	protein_coding	olfactory_receptor_490_[Source:MGI_Symbol;Acc:MGI:3030324]	0.4139	NA
ENSMUSG00000042248	Cyp2c37	CYP2C37	protein_coding	protein_coding	"cytochrome_P450,_family_2._subfamily_c,_polypeptide_37_[Source:MGI_Symbol;Acc:MGI:1306806]"	0.4298	NA
ENSMUSG00000104248	Gm38152	GM38152	protein_coding	TEC	"predicted_gene,_38152_[Source:MGI_Symbol;Acc:MGI:5611380]"	0.4091	NA
ENSMUSG00000044801	Olfr159	OLFR159	protein_coding	protein_coding	olfactory_receptor_159_[Source:MGI_Symbol;Acc:MGI:1352686]	0.5469	NA
ENSMUSG00000061388	Csn1s2b	CSN1S2B	protein_coding	protein_coding	casein_alpha_s2-like_B_[Source:MGI_Symbol;Acc:MGI:105312]	0.3812	NA
ENSMUSG00000029372	Ppbp	PPBP	protein_coding	protein_coding	pro-platelet_basic_protein_[Source:MGI_Symbol;Acc:MGI:1888712]	0.4238	NA
ENSMUSG00000073380	Arrdc5	ARRDC5	protein_coding	protein_coding	arrestin_domain_containing_5_[Source:MGI_Symbol;Acc:MGI:1924170]	0.5342	NA
ENSMUSG00000049573	Olfr780	OLFR780	protein_coding	protein_coding	olfactory_receptor_780_[Source:MGI_Symbol;Acc:MGI:3030614]	0.3788	NA
ENSMUSG00000073111	Olfr446	OLFR446	protein_coding	protein_coding	olfactory_receptor_446_[Source:MGI_Symbol;Acc:MGI:3030280]	0.4183	NA
ENSMUSG00000090688	Vmn2r12	VMN2R12	protein_coding	protein_coding	"vomeronasal_2,_receptor_12_[Source:MGI_Symbol;Acc:MGI:3761377]"	0.4111	NA
ENSMUSG00000074882	Cyp2c68	CYP2C68	protein_coding	protein_coding	"cytochrome_P450,_family_2,_subfamily_c,_polypeptide_68_[Source:MGI_Symbol;Acc:MGI:3612287]"	0.4205	NA
ENSMUSG00000108670	Gm44815	GM44815	protein_coding	TEC	predicted_gene_44815_[Source:MGI_Symbol;Acc:MGI:5753391]	0.4985	NA
ENSMUSG00000103052	Gm38272	GM38272	protein_coding	TEC	"predicted_gene,_38272_[Source:MGI_Symbol;Acc:MGI:5611500]"	0.3721	NA
ENSMUSG00000062649	Olfr44	OLFR44	protein_coding	protein_coding	olfactory_receptor_44_[Source:MGI_Symbol;Acc:MGI:1333829]	0.3909	NA
ENSMUSG00000055271	9330161L09Rik	9330161L09RIK	protein_coding	protein_coding	RIKEN_cDNA_9330161L09_gene_[Source:MGI_Symbol;Acc:MGI:1924475]	0.5015	NA
ENSMUSG00000095903	Olfr968	OLFR968	protein_coding	protein_coding	olfactory_receptor_968_[Source:MGI_Symbol;Acc:MGI:3030802]	0.3733	NA
ENSMUSG00000049618	Olfr103	OLFR103	protein_coding	protein_coding	olfactory_receptor_103_[Source:MGI_Symbol;Acc:MGI:2177486]	0.4039	NA
ENSMUSG00000035540	Gc	GC	protein_coding	protein_coding	vitamin_D_binding_protein_[Source:MGI_Symbol;Acc:MGI:95669]	0.4646	NA
ENSMUSG00000103124	Gm37389	GM37389	protein_coding	protein_coding	"predicted_gene,_37389_[Source:MGI_Symbol;Acc:MGI:5610617]"	0.4356	NA
ENSMUSG00000100937	1700020D05Rik	1700020D05RIK	protein_coding	protein_coding	RIKEN_cDNA_1700020D05_gene_[Source:MGI_Symbol;Acc:MGI:1922805]	0.524	NA
ENSMUSG00000047884	Klk9	KLK9	protein_coding	protein_coding	kallikrein_related-peptidase_9_[Source:MGI_Symbol;Acc:MGI:1921082]	0.5467	NA
ENSMUSG00000091873	Olfr732	OLFR732	protein_coding	protein_coding	olfactory_receptor_732_[Source:MGI_Symbol;Acc:MGI:3030566]	0.3902	NA
ENSMUSG00000042212	Sprr2d	SPRR2D	protein_coding	protein_coding	small_proline-rich_protein_2D_[Source:MGI_Symbol;Acc:MGI:1330347]	0.5125	NA
ENSMUSG00000075196	Olfr1047	OLFR1047	protein_coding	protein_coding	olfactory_receptor_1047_[Source:MGI_Symbol;Acc:MGI:3030881]	0.367	NA
ENSMUSG00000112393	AC159624.1	AC159624.1	protein_coding	TEC	NA	0.3839	NA
ENSMUSG00000095093	Vmn2r111	VMN2R111	protein_coding	protein_coding	"vomeronasal_2,_receptor_111_[Source:MGI_Symbol;Acc:MGI:3647034]"	0.3974	NA
ENSMUSG00000095809	Olfr1290	OLFR1290	protein_coding	protein_coding	olfactory_receptor_1290_[Source:MGI_Symbol;Acc:MGI:3031124]	0.3799	NA
ENSMUSG00000094884	Olfr105-ps	OLFR105-PS	protein_coding	protein_coding	"olfactory_receptor_105,_pseudogene_[Source:MGI_Symbol;Acc:MGI:2177488]"	0.3625	NA
ENSMUSG00000059768	Olfr682-ps1	OLFR682-PS1	protein_coding	polymorphic_pseudogene	"olfactory_receptor_682,_pseudogene_1_[Source:MGI_Symbol;Acc:MGI:3030516]"	0.4642	NA
ENSMUSG00000100704	Gm28434	GM28434	protein_coding	protein_coding	predicted_gene_28434_[Source:MGI_Symbol;Acc:MGI:5579140]	0.488	NA
ENSMUSG00000021362	Gcm2	GCM2	protein_coding	protein_coding	glial_cells_missing_homolog_2_(Drosophila)_[Source:MGI_Symbol;Acc:MGI:1861438]	0.5061	NA
ENSMUSG00000075139	Olfr1162	OLFR1162	protein_coding	protein_coding	olfactory_receptor_1162_[Source:MGI_Symbol;Acc:MGI:3030996]	0.4004	NA
ENSMUSG00000063221	Olfr930	OLFR930	protein_coding	protein_coding	olfactory_receptor_930_[Source:MGI_Symbol;Acc:MGI:3030764]	0.4168	NA
ENSMUSG00000035191	Rfpl4	RFPL4	protein_coding	protein_coding	ret_finger_protein-like_4_[Source:MGI_Symbol;Acc:MGI:2149590]	0.4413	NA
ENSMUSG00000066537	Vmn2r57	VMN2R57	protein_coding	protein_coding	"vomeronasal_2,_receptor_57_[Source:MGI_Symbol;Acc:MGI:3703084]"	0.4066	NA
ENSMUSG00000104622	Gm42541	GM42541	protein_coding	TEC	predicted_gene_42541_[Source:MGI_Symbol;Acc:MGI:5662678]	0.4215	NA
ENSMUSG00000031424	Kir3dl1	KIR3DL1	protein_coding	protein_coding	"killer_cell_immunoglobulin-like_receptor,_three_domains,_long_cytoplasmic_tail,_1_[Source:MGI_Symbol;Acc:MGI:2652397]"	0.4452	NA
ENSMUSG00000057697	Vmn1r53	VMN1R53	protein_coding	protein_coding	vomeronasal_1_receptor_53_[Source:MGI_Symbol;Acc:MGI:2148516]	0.4153	NA
ENSMUSG00000053375	Atp6v1e2	ATP6V1E2	protein_coding	protein_coding	"ATPase,_H+_transporting,_lysosomal_V1_subunit_E2_[Source:MGI_Symbol;Acc:MGI:1922165]"	0.5244	NA
ENSMUSG00000076572	Igkv18-36	IGKV18-36	protein_coding	IG_V_gene	immunoglobulin_kappa_chain_variable_18-36_[Source:MGI_Symbol;Acc:MGI:4439613]	0.508	NA
ENSMUSG00000108827	Olfr1310	OLFR1310	protein_coding	protein_coding	olfactory_receptor_1310_[Source:MGI_Symbol;Acc:MGI:3031144]	0.392	NA
ENSMUSG00000071519	Prss3	PRSS3	protein_coding	protein_coding	"protease,_serine_3_[Source:MGI_Symbol;Acc:MGI:102758]"	0.5426	NA
ENSMUSG00000061336	Olfr116	OLFR116	protein_coding	protein_coding	olfactory_receptor_116_[Source:MGI_Symbol;Acc:MGI:2177499]	0.3953	NA
ENSMUSG00000071065	Olfr806	OLFR806	protein_coding	protein_coding	olfactory_receptor_806_[Source:MGI_Symbol;Acc:MGI:3030640]	0.3941	NA
ENSMUSG00000066867	Oas1e	OAS1E	protein_coding	protein_coding	2'-5'_oligoadenylate_synthetase_1E_[Source:MGI_Symbol;Acc:MGI:2180856]	0.5094	NA
ENSMUSG00000079423	Gm3286	GM3286	protein_coding	protein_coding	predicted_gene_3286_[Source:MGI_Symbol;Acc:MGI:3781464]	0.4475	NA
ENSMUSG00000021210	Akr1c6	AKR1C6	protein_coding	protein_coding	"aldo-keto_reductase_family_1,_member_C6_[Source:MGI_Symbol;Acc:MGI:1933427]"	0.4256	NA
ENSMUSG00000108790	Gm44806	GM44806	protein_coding	TEC	predicted_gene_44806_[Source:MGI_Symbol;Acc:MGI:5753382]	0.5015	NA
ENSMUSG00000029646	Cdx2	CDX2	protein_coding	protein_coding	caudal_type_homeobox_2_[Source:MGI_Symbol;Acc:MGI:88361]	0.575	NA
ENSMUSG00000041550	Serpina5	SERPINA5	protein_coding	protein_coding	"serine_(or_cysteine)_peptidase_inhibitor,_clade_A,_member_5_[Source:MGI_Symbol;Acc:MGI:107817]"	0.494	NA
ENSMUSG00000073950	Olfr599	OLFR599	protein_coding	protein_coding	olfactory_receptor_599_[Source:MGI_Symbol;Acc:MGI:3030433]	0.4234	NA
ENSMUSG00000075006	Gm10799	GM10799	protein_coding	protein_coding	predicted_gene_10799_[Source:MGI_Symbol;Acc:MGI:3642868]	0.5385	NA
ENSMUSG00000079694	Gm14862	GM14862	protein_coding	protein_coding	predicted_gene_14862_[Source:MGI_Symbol;Acc:MGI:3705234]	0.4299	NA
ENSMUSG00000107284	Gm43280	GM43280	protein_coding	TEC	predicted_gene_43280_[Source:MGI_Symbol;Acc:MGI:5663417]	0.4781	NA
ENSMUSG00000112301	Gm10752	GM10752	protein_coding	TEC	predicted_gene_10752_[Source:MGI_Symbol;Acc:MGI:3642645]	0.4993	NA
ENSMUSG00000108398	Gm30191	GM30191	protein_coding	protein_coding	"predicted_gene,_30191_[Source:MGI_Symbol;Acc:MGI:5589350]"	0.6229	NA
ENSMUSG00000105510	Gm43815	GM43815	protein_coding	TEC	predicted_gene_43815_[Source:MGI_Symbol;Acc:MGI:5663952]	0.3929	NA
ENSMUSG00000047535	Olfr67	OLFR67	protein_coding	protein_coding	olfactory_receptor_67_[Source:MGI_Symbol;Acc:MGI:1341911]	0.3508	NA
ENSMUSG00000002930	Ppp1r17	PPP1R17	protein_coding	protein_coding	"protein_phosphatase_1,_regulatory_subunit_17_[Source:MGI_Symbol;Acc:MGI:1333876]"	0.4451	NA
ENSMUSG00000109422	Gm45174	GM45174	protein_coding	TEC	predicted_gene_45174_[Source:MGI_Symbol;Acc:MGI:5753750]	0.3935	NA
ENSMUSG00000111869	Olfr342	OLFR342	protein_coding	protein_coding	olfactory_receptor_342_[Source:MGI_Symbol;Acc:MGI:3030176]	0.4152	NA
ENSMUSG00000059128	Ifnl2	IFNL2	protein_coding	protein_coding	interferon_lambda_2_[Source:MGI_Symbol;Acc:MGI:3647279]	0.6068	NA
ENSMUSG00000105128	Gm42870	GM42870	protein_coding	TEC	predicted_gene_42870_[Source:MGI_Symbol;Acc:MGI:5663007]	0.3732	NA
ENSMUSG00000040284	Gzmg	GZMG	protein_coding	protein_coding	granzyme_G_[Source:MGI_Symbol;Acc:MGI:109253]	0.5138	NA
ENSMUSG00000067767	Clec4b2	CLEC4B2	protein_coding	protein_coding	"C-type_lectin_domain_family_4,_member_b2_[Source:MGI_Symbol;Acc:MGI:3588267]"	0.402	NA
ENSMUSG00000095804	Olfr824	OLFR824	protein_coding	protein_coding	olfactory_receptor_824_[Source:MGI_Symbol;Acc:MGI:3030658]	0.3755	NA
ENSMUSG00000095896	Ifna14	IFNA14	protein_coding	protein_coding	interferon_alpha_14_[Source:MGI_Symbol;Acc:MGI:3641425]	0.5351	NA
ENSMUSG00000102958	Gm37016	GM37016	protein_coding	TEC	"predicted_gene,_37016_[Source:MGI_Symbol;Acc:MGI:5610244]"	0.5106	NA
ENSMUSG00000046133	C130073F10Rik	C130073F10RIK	protein_coding	protein_coding	RIKEN_cDNA_C130073F10_gene_[Source:MGI_Symbol;Acc:MGI:3045359]	0.4611	NA
ENSMUSG00000062564	Tex28	TEX28	protein_coding	protein_coding	testis_expressed_28_[Source:MGI_Symbol;Acc:MGI:2686384]	0.472	NA
ENSMUSG00000048284	Tas2r126	TAS2R126	protein_coding	protein_coding	"taste_receptor,_type_2,_member_126_[Source:MGI_Symbol;Acc:MGI:2681273]"	0.4785	NA
